ELECTION_CODE,LBE,LBE_CODE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOTING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS,Percentage
GG14,Harford,13,2,34A,006-001,LIBERTARIAN,3,0,0,1,14,28.57
GG14,Harford,13,2,34A,006-001,OTHER PARTIES,7,0,0,0,12,58.33
GG14,Harford,13,2,34A,006-001,REPUBLICAN,259,28,18,3,553,55.70
GG14,Harford,13,2,34A,006-001,UNAFFILIATED,100,7,0,2,385,28.31
GG14,Harford,13,2,34A,006-002,DEMOCRAT,426,67,8,6,872,58.14
GG14,Harford,13,2,34A,006-002,GREEN,5,0,0,1,10,60.00
GG14,Harford,13,2,34A,006-002,LIBERTARIAN,4,0,0,0,9,44.44
GG14,Harford,13,2,34A,006-002,OTHER PARTIES,4,2,0,0,12,50.00
GG14,Harford,13,2,34A,006-002,REPUBLICAN,435,59,10,8,758,67.55
GG14,Harford,13,2,34A,006-002,UNAFFILIATED,167,28,3,4,450,44.89
GG14,Harford,13,2,34A,006-003,DEMOCRAT,390,38,13,17,959,47.76
GG14,Harford,13,2,34A,006-003,GREEN,2,0,0,0,9,22.22
GG14,Harford,13,2,34A,006-003,LIBERTARIAN,6,1,0,0,15,46.67
GG14,Harford,13,2,34A,006-003,OTHER PARTIES,15,0,2,0,19,89.47
GG14,Harford,13,2,34A,006-003,REPUBLICAN,306,32,9,6,577,61.18
GG14,Harford,13,2,34A,006-003,UNAFFILIATED,106,5,1,6,348,33.91
GG14,Harford,13,1,34A,006-004,DEMOCRAT,30,15,1,0,71,64.79
GG14,Harford,13,1,34A,006-004,GREEN,0,0,0,0,0,0.00
GG14,Harford,13,1,34A,006-004,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Harford,13,1,34A,006-004,OTHER PARTIES,0,1,0,0,1,100.00
GG14,Harford,13,1,34A,006-004,REPUBLICAN,34,8,0,0,69,60.87
GG14,Harford,13,1,34A,006-004,UNAFFILIATED,8,7,0,0,34,44.12
GG14,Harford,13,2,34A,006-005,DEMOCRAT,49,12,0,0,104,58.65
GG14,Harford,13,2,34A,006-005,GREEN,0,0,0,0,0,0.00
GG14,Harford,13,2,34A,006-005,LIBERTARIAN,1,0,0,0,1,100.00
GG14,Harford,13,2,34A,006-005,OTHER PARTIES,0,0,0,0,0,0.00
GG14,Harford,13,2,34A,006-005,REPUBLICAN,17,8,0,0,51,49.02
GG14,Harford,13,2,34A,006-005,UNAFFILIATED,16,2,0,0,42,42.86
GG14,Harford,13,2,34A,006-006,DEMOCRAT,520,166,9,10,1259,56.00
GG14,Harford,13,2,34A,006-006,GREEN,1,0,0,2,5,60.00
GG14,Harford,13,2,34A,006-006,LIBERTARIAN,5,2,0,1,19,42.11
GG14,Harford,13,2,34A,006-006,OTHER PARTIES,18,6,3,0,37,72.97
GG14,Harford,13,2,34A,006-006,REPUBLICAN,679,196,18,22,1407,65.03
GG14,Harford,13,2,34A,006-006,UNAFFILIATED,272,76,7,10,793,46.03
GG14,Harford,13,2,34A,006-007,DEMOCRAT,50,10,6,0,124,53.23
GG14,Harford,13,2,34A,006-007,GREEN,0,0,0,0,0,0.00
GG14,Harford,13,2,34A,006-007,LIBERTARIAN,0,0,1,0,4,25.00
GG14,Harford,13,2,34A,006-007,OTHER PARTIES,1,2,1,0,6,66.67
GG14,Harford,13,2,34A,006-007,REPUBLICAN,75,9,3,0,137,63.50
GG14,Harford,13,2,34A,006-007,UNAFFILIATED,20,5,2,0,74,36.49
GG14,Harford,13,,,Unable to Determine,DEMOCRAT,0,0,0,15,0,0.00
GG14,Harford,13,,,Unable to Determine,GREEN,0,0,0,0,0,0.00
GG14,Harford,13,,,Unable to Determine,LIBERTARIAN,0,0,0,1,0,0.00
GG14,Harford,13,,,Unable to Determine,OTHER PARTIES,0,0,0,1,0,0.00
GG14,Harford,13,,,Unable to Determine,REPUBLICAN,0,0,0,23,0,0.00
GG14,Harford,13,,,Unable to Determine,UNAFFILIATED,0,0,0,5,0,0.00
GG14,Howard,14,3,12,001-001,DEMOCRAT,435,78,6,4,895,58.44
GG14,Howard,14,3,12,001-001,GREEN,2,0,0,0,7,28.57
GG14,Howard,14,3,12,001-001,LIBERTARIAN,6,0,0,0,13,46.15
GG14,Howard,14,3,12,001-001,OTHER PARTIES,7,0,0,0,13,53.85
GG14,Howard,14,3,12,001-001,REPUBLICAN,384,47,13,10,687,66.08
GG14,Howard,14,3,12,001-001,UNAFFILIATED,142,8,2,2,436,35.32
GG14,Howard,14,3,13,001-002,DEMOCRAT,96,19,1,2,212,55.66
GG14,Howard,14,3,13,001-002,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,3,13,001-002,LIBERTARIAN,1,0,0,1,2,100.00
GG14,Howard,14,3,13,001-002,OTHER PARTIES,5,0,1,0,8,75.00
GG14,Howard,14,3,13,001-002,REPUBLICAN,114,4,3,2,193,63.73
GG14,Howard,14,3,13,001-002,UNAFFILIATED,39,4,2,3,109,44.04
GG14,Howard,14,2,12,001-003,DEMOCRAT,331,58,4,15,806,50.62
GG14,Howard,14,2,12,001-003,GREEN,2,0,0,0,6,33.33
GG14,Howard,14,2,12,001-003,LIBERTARIAN,2,0,0,0,8,25.00
GG14,Howard,14,2,12,001-003,OTHER PARTIES,5,0,0,0,17,29.41
GG14,Howard,14,2,12,001-003,REPUBLICAN,264,32,9,9,527,59.58
GG14,Howard,14,2,12,001-003,UNAFFILIATED,161,21,3,3,439,42.82
GG14,Howard,14,7,09B,001-004,DEMOCRAT,514,133,12,1,1072,61.57
GG14,Howard,14,7,09B,001-004,GREEN,1,0,0,0,5,20.00
GG14,Howard,14,7,09B,001-004,LIBERTARIAN,5,1,0,1,12,58.33
GG14,Howard,14,7,09B,001-004,OTHER PARTIES,10,1,0,0,28,39.29
GG14,Howard,14,7,09B,001-004,REPUBLICAN,565,86,17,4,991,67.81
GG14,Howard,14,7,09B,001-004,UNAFFILIATED,259,31,6,2,630,47.30
GG14,Howard,14,7,12,001-005,DEMOCRAT,117,28,2,2,242,61.57
GG14,Howard,14,7,12,001-005,GREEN,1,0,0,0,1,100.00
GG14,Howard,14,7,12,001-005,LIBERTARIAN,0,0,0,0,3,0.00
GG14,Howard,14,7,12,001-005,OTHER PARTIES,4,0,1,0,5,100.00
GG14,Howard,14,7,12,001-005,REPUBLICAN,122,34,7,2,247,66.80
GG14,Howard,14,7,12,001-005,UNAFFILIATED,49,14,1,3,166,40.36
GG14,Howard,14,2,13,001-006,DEMOCRAT,301,57,5,6,843,43.77
GG14,Howard,14,2,13,001-006,GREEN,1,0,0,0,7,14.29
GG14,Howard,14,2,13,001-006,LIBERTARIAN,1,0,1,0,8,25.00
GG14,Howard,14,2,13,001-006,OTHER PARTIES,3,0,0,0,15,20.00
GG14,Howard,14,2,13,001-006,REPUBLICAN,212,23,1,9,459,53.38
GG14,Howard,14,2,13,001-006,UNAFFILIATED,131,19,0,7,473,33.19
GG14,Howard,14,3,12,001-007,DEMOCRAT,76,25,2,0,218,47.25
GG14,Howard,14,3,12,001-007,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,3,12,001-007,LIBERTARIAN,1,0,0,0,3,33.33
GG14,Howard,14,3,12,001-007,OTHER PARTIES,2,0,0,0,2,100.00
GG14,Howard,14,3,12,001-007,REPUBLICAN,43,16,0,2,142,42.96
GG14,Howard,14,3,12,001-007,UNAFFILIATED,39,5,1,0,151,29.80
GG14,Howard,14,3,13,001-008,DEMOCRAT,333,44,2,10,794,48.99
GG14,Howard,14,3,13,001-008,GREEN,3,0,0,0,7,42.86
GG14,Howard,14,3,13,001-008,LIBERTARIAN,3,1,0,0,16,25.00
GG14,Howard,14,3,13,001-008,OTHER PARTIES,6,1,4,0,19,57.89
GG14,Howard,14,3,13,001-008,REPUBLICAN,278,31,5,2,530,59.62
GG14,Howard,14,3,13,001-008,UNAFFILIATED,131,20,0,1,423,35.93
GG14,Howard,14,2,13,001-009,DEMOCRAT,306,60,3,4,707,52.76
GG14,Howard,14,2,13,001-009,GREEN,1,3,0,0,6,66.67
GG14,Howard,14,2,13,001-009,LIBERTARIAN,2,1,0,0,4,75.00
GG14,Howard,14,2,13,001-009,OTHER PARTIES,7,2,0,0,19,47.37
GG14,Howard,14,2,13,001-009,REPUBLICAN,196,39,6,0,427,56.44
GG14,Howard,14,2,13,001-009,UNAFFILIATED,136,21,1,1,395,40.25
GG14,Howard,14,7,12,001-010,DEMOCRAT,224,71,8,8,657,47.34
GG14,Howard,14,7,12,001-010,GREEN,1,0,0,0,4,25.00
GG14,Howard,14,7,12,001-010,LIBERTARIAN,0,1,0,0,4,25.00
GG14,Howard,14,7,12,001-010,OTHER PARTIES,4,1,0,0,10,50.00
GG14,Howard,14,7,12,001-010,REPUBLICAN,210,35,6,8,408,63.48
GG14,Howard,14,7,12,001-010,UNAFFILIATED,97,11,0,4,324,34.57
GG14,Howard,14,7,12,001-011,DEMOCRAT,151,37,5,1,310,62.58
GG14,Howard,14,7,12,001-011,GREEN,2,0,0,0,3,66.67
GG14,Howard,14,7,12,001-011,LIBERTARIAN,0,0,0,0,3,0.00
GG14,Howard,14,7,12,001-011,OTHER PARTIES,3,0,0,0,5,60.00
GG14,Howard,14,7,12,001-011,REPUBLICAN,137,20,1,5,262,62.21
GG14,Howard,14,7,12,001-011,UNAFFILIATED,73,13,2,3,185,49.19
GG14,Howard,14,3,12,001-012,DEMOCRAT,141,33,2,3,336,53.27
GG14,Howard,14,3,12,001-012,GREEN,0,0,0,0,2,0.00
GG14,Howard,14,3,12,001-012,LIBERTARIAN,0,0,0,1,3,33.33
GG14,Howard,14,3,12,001-012,OTHER PARTIES,4,0,0,0,7,57.14
GG14,Howard,14,3,12,001-012,REPUBLICAN,146,27,0,9,261,69.73
GG14,Howard,14,3,12,001-012,UNAFFILIATED,68,9,0,1,210,37.14
GG14,Howard,14,2,12,001-013,DEMOCRAT,227,52,4,3,528,54.17
GG14,Howard,14,2,12,001-013,GREEN,1,0,0,0,4,25.00
GG14,Howard,14,2,12,001-013,LIBERTARIAN,1,0,1,0,5,40.00
GG14,Howard,14,2,12,001-013,OTHER PARTIES,5,1,0,0,14,42.86
GG14,Howard,14,2,12,001-013,REPUBLICAN,237,42,4,4,440,65.23
GG14,Howard,14,2,12,001-013,UNAFFILIATED,99,11,4,0,276,41.30
GG14,Howard,14,3,13,001-014,DEMOCRAT,346,109,8,1,724,64.09
GG14,Howard,14,3,13,001-014,GREEN,1,0,0,0,4,25.00
GG14,Howard,14,3,13,001-014,LIBERTARIAN,3,0,0,1,8,50.00
GG14,Howard,14,3,13,001-014,OTHER PARTIES,8,1,0,0,23,39.13
GG14,Howard,14,3,13,001-014,REPUBLICAN,327,48,5,1,549,69.40
GG14,Howard,14,3,13,001-014,UNAFFILIATED,137,10,5,0,331,45.92
GG14,Howard,14,2,13,001-015,DEMOCRAT,415,125,12,21,1283,44.66
GG14,Howard,14,2,13,001-015,GREEN,0,0,1,0,5,20.00
GG14,Howard,14,2,13,001-015,LIBERTARIAN,5,2,1,0,17,47.06
GG14,Howard,14,2,13,001-015,OTHER PARTIES,5,0,1,1,20,35.00
GG14,Howard,14,2,13,001-015,REPUBLICAN,160,44,6,9,432,50.69
GG14,Howard,14,2,13,001-015,UNAFFILIATED,146,42,2,5,604,32.28
GG14,Howard,14,2,13,001-016,DEMOCRAT,95,10,0,0,237,44.30
GG14,Howard,14,2,13,001-016,GREEN,1,0,0,0,2,50.00
GG14,Howard,14,2,13,001-016,LIBERTARIAN,4,0,0,0,5,80.00
GG14,Howard,14,2,13,001-016,OTHER PARTIES,3,1,0,1,8,62.50
GG14,Howard,14,2,13,001-016,REPUBLICAN,87,9,3,0,180,55.00
GG14,Howard,14,2,13,001-016,UNAFFILIATED,39,4,0,0,143,30.07
GG14,Howard,14,3,12,001-017,DEMOCRAT,140,37,7,0,384,47.92
GG14,Howard,14,3,12,001-017,GREEN,0,0,0,0,1,0.00
GG14,Howard,14,3,12,001-017,LIBERTARIAN,1,0,0,0,1,100.00
GG14,Howard,14,3,12,001-017,OTHER PARTIES,1,0,1,0,5,40.00
GG14,Howard,14,3,12,001-017,REPUBLICAN,45,7,2,0,108,50.00
GG14,Howard,14,3,12,001-017,UNAFFILIATED,31,7,1,0,135,28.89
GG14,Howard,14,3,13,001-018,DEMOCRAT,53,17,0,1,150,47.33
GG14,Howard,14,3,13,001-018,GREEN,0,0,0,0,1,0.00
GG14,Howard,14,3,13,001-018,LIBERTARIAN,1,0,0,0,1,100.00
GG14,Howard,14,3,13,001-018,OTHER PARTIES,2,2,0,0,7,57.14
GG14,Howard,14,3,13,001-018,REPUBLICAN,69,4,0,0,123,59.35
GG14,Howard,14,3,13,001-018,UNAFFILIATED,24,1,0,1,89,29.21
GG14,Howard,14,7,12,001-019,DEMOCRAT,8,2,1,1,19,63.16
GG14,Howard,14,7,12,001-019,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,7,12,001-019,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Howard,14,7,12,001-019,OTHER PARTIES,1,0,0,0,1,100.00
GG14,Howard,14,7,12,001-019,REPUBLICAN,15,4,0,0,26,73.08
GG14,Howard,14,7,12,001-019,UNAFFILIATED,7,1,1,0,18,50.00
GG14,Howard,14,7,12,001-020,DEMOCRAT,85,33,2,0,202,59.41
GG14,Howard,14,7,12,001-020,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,7,12,001-020,LIBERTARIAN,3,0,0,0,5,60.00
GG14,Howard,14,7,12,001-020,OTHER PARTIES,6,0,0,0,13,46.15
GG14,Howard,14,7,12,001-020,REPUBLICAN,132,19,5,0,240,65.00
GG14,Howard,14,7,12,001-020,UNAFFILIATED,40,7,0,0,117,40.17
GG14,Howard,14,2,13,001-021,DEMOCRAT,233,48,6,9,573,51.66
GG14,Howard,14,2,13,001-021,GREEN,3,2,0,0,8,62.50
GG14,Howard,14,2,13,001-021,LIBERTARIAN,1,0,0,0,3,33.33
GG14,Howard,14,2,13,001-021,OTHER PARTIES,3,0,0,1,6,66.67
GG14,Howard,14,2,13,001-021,REPUBLICAN,119,12,0,4,259,52.12
GG14,Howard,14,2,13,001-021,UNAFFILIATED,86,14,1,5,278,38.13
GG14,Howard,14,7,09B,002-001,DEMOCRAT,364,137,20,8,976,54.20
GG14,Howard,14,7,09B,002-001,GREEN,1,1,0,0,6,33.33
GG14,Howard,14,7,09B,002-001,LIBERTARIAN,8,3,0,1,19,63.16
GG14,Howard,14,7,09B,002-001,OTHER PARTIES,7,2,0,0,16,56.25
GG14,Howard,14,7,09B,002-001,REPUBLICAN,208,57,10,5,488,57.38
GG14,Howard,14,7,09B,002-001,UNAFFILIATED,126,32,1,2,466,34.55
GG14,Howard,14,7,09B,002-002,DEMOCRAT,457,191,14,1,1188,55.81
GG14,Howard,14,7,09B,002-002,GREEN,2,2,1,0,13,38.46
GG14,Howard,14,7,09B,002-002,LIBERTARIAN,4,1,1,0,14,42.86
GG14,Howard,14,7,09B,002-002,OTHER PARTIES,10,6,0,0,40,40.00
GG14,Howard,14,7,09B,002-002,REPUBLICAN,383,138,10,4,838,63.84
GG14,Howard,14,7,09B,002-002,UNAFFILIATED,195,66,3,1,736,36.01
GG14,Howard,14,7,09B,002-003,DEMOCRAT,492,194,15,4,1132,62.28
GG14,Howard,14,7,09B,002-003,GREEN,2,1,0,0,4,75.00
GG14,Howard,14,7,09B,002-003,LIBERTARIAN,3,1,0,0,11,36.36
GG14,Howard,14,7,09B,002-003,OTHER PARTIES,11,1,0,0,28,42.86
GG14,Howard,14,7,09B,002-003,REPUBLICAN,427,190,13,6,908,70.04
GG14,Howard,14,7,09B,002-003,UNAFFILIATED,182,46,5,8,607,39.70
GG14,Howard,14,7,12,002-004,DEMOCRAT,295,108,6,12,894,47.09
GG14,Howard,14,7,12,002-004,GREEN,1,0,0,0,3,33.33
GG14,Howard,14,7,12,002-004,LIBERTARIAN,3,0,0,0,7,42.86
GG14,Howard,14,7,12,002-004,OTHER PARTIES,9,0,1,0,22,45.45
GG14,Howard,14,7,12,002-004,REPUBLICAN,165,41,1,3,384,54.69
GG14,Howard,14,7,12,002-004,UNAFFILIATED,86,14,1,4,354,29.66
GG14,Howard,14,7,09B,002-005,DEMOCRAT,257,137,11,3,653,62.48
GG14,Howard,14,7,09B,002-005,GREEN,0,0,0,0,2,0.00
GG14,Howard,14,7,09B,002-005,LIBERTARIAN,3,0,0,0,7,42.86
GG14,Howard,14,7,09B,002-005,OTHER PARTIES,10,3,1,0,18,77.78
GG14,Howard,14,7,09B,002-005,REPUBLICAN,213,88,5,3,445,69.44
GG14,Howard,14,7,09B,002-005,UNAFFILIATED,122,47,5,2,354,49.72
GG14,Howard,14,7,09A,002-006,DEMOCRAT,286,106,5,3,666,60.06
GG14,Howard,14,7,09A,002-006,GREEN,0,0,1,0,5,20.00
GG14,Howard,14,7,09A,002-006,LIBERTARIAN,3,0,0,1,9,44.44
GG14,Howard,14,7,09A,002-006,OTHER PARTIES,9,5,0,0,24,58.33
GG14,Howard,14,7,09A,002-006,REPUBLICAN,269,80,8,5,514,70.43
GG14,Howard,14,7,09A,002-006,UNAFFILIATED,107,30,0,2,313,44.41
GG14,Howard,14,7,09A,002-007,DEMOCRAT,278,106,12,4,680,58.82
GG14,Howard,14,7,09A,002-007,GREEN,1,0,0,0,7,14.29
GG14,Howard,14,7,09A,002-007,LIBERTARIAN,4,0,0,0,9,44.44
GG14,Howard,14,7,09A,002-007,OTHER PARTIES,3,1,3,1,20,40.00
GG14,Howard,14,7,09A,002-007,REPUBLICAN,378,127,11,4,754,68.97
GG14,Howard,14,7,09A,002-007,UNAFFILIATED,127,40,4,2,388,44.59
GG14,Howard,14,7,09A,002-008,DEMOCRAT,350,120,8,2,834,57.55
GG14,Howard,14,7,09A,002-008,GREEN,1,0,0,0,1,100.00
GG14,Howard,14,7,09A,002-008,LIBERTARIAN,1,0,0,0,4,25.00
GG14,Howard,14,7,09A,002-008,OTHER PARTIES,6,3,0,0,26,34.62
GG14,Howard,14,7,09A,002-008,REPUBLICAN,345,100,7,1,697,64.99
GG14,Howard,14,7,09A,002-008,UNAFFILIATED,167,39,2,3,488,43.24
GG14,Howard,14,7,09B,002-009,DEMOCRAT,387,143,29,30,1259,46.78
GG14,Howard,14,7,09B,002-009,GREEN,0,0,0,0,7,0.00
GG14,Howard,14,7,09B,002-009,LIBERTARIAN,4,0,1,0,12,41.67
GG14,Howard,14,7,09B,002-009,OTHER PARTIES,7,0,0,1,34,23.53
GG14,Howard,14,7,09B,002-009,REPUBLICAN,175,62,11,11,479,54.07
GG14,Howard,14,7,09B,002-009,UNAFFILIATED,96,26,2,7,501,26.15
GG14,Howard,14,7,09B,002-010,DEMOCRAT,262,85,11,6,577,63.08
GG14,Howard,14,7,09B,002-010,GREEN,3,0,0,0,3,100.00
GG14,Howard,14,7,09B,002-010,LIBERTARIAN,2,0,0,0,3,66.67
GG14,Howard,14,7,09B,002-010,OTHER PARTIES,4,3,0,0,11,63.64
GG14,Howard,14,7,09B,002-010,REPUBLICAN,181,79,3,0,373,70.51
GG14,Howard,14,7,09B,002-010,UNAFFILIATED,103,27,1,1,270,48.89
GG14,Howard,14,7,09A,002-011,DEMOCRAT,278,179,7,5,867,54.09
GG14,Howard,14,7,09A,002-011,GREEN,0,0,0,0,2,0.00
GG14,Howard,14,7,09A,002-011,LIBERTARIAN,3,0,0,0,11,27.27
GG14,Howard,14,7,09A,002-011,OTHER PARTIES,5,8,1,0,33,42.42
GG14,Howard,14,7,09A,002-011,REPUBLICAN,344,203,13,3,898,62.69
GG14,Howard,14,7,09A,002-011,UNAFFILIATED,118,66,4,3,487,39.22
GG14,Howard,14,7,09B,002-012,DEMOCRAT,344,253,11,6,1004,61.16
GG14,Howard,14,7,09B,002-012,GREEN,4,0,0,0,8,50.00
GG14,Howard,14,7,09B,002-012,LIBERTARIAN,1,0,0,0,6,16.67
GG14,Howard,14,7,09B,002-012,OTHER PARTIES,11,5,0,1,34,50.00
GG14,Howard,14,7,09B,002-012,REPUBLICAN,325,236,10,4,839,68.53
GG14,Howard,14,7,09B,002-012,UNAFFILIATED,143,59,10,5,493,44.02
GG14,Howard,14,7,09B,002-013,DEMOCRAT,213,102,10,1,471,69.21
GG14,Howard,14,7,09B,002-013,GREEN,1,0,0,0,2,50.00
GG14,Howard,14,7,09B,002-013,LIBERTARIAN,2,0,0,0,5,40.00
GG14,Howard,14,7,09B,002-013,OTHER PARTIES,4,1,0,0,13,38.46
GG14,Howard,14,7,09B,002-013,REPUBLICAN,127,39,3,1,240,70.83
GG14,Howard,14,7,09B,002-013,UNAFFILIATED,67,21,0,3,191,47.64
GG14,Howard,14,7,09B,002-014,DEMOCRAT,220,123,7,2,533,66.04
GG14,Howard,14,7,09B,002-014,GREEN,0,0,0,0,4,0.00
GG14,Howard,14,7,09B,002-014,LIBERTARIAN,1,0,0,0,2,50.00
GG14,Howard,14,7,09B,002-014,OTHER PARTIES,6,3,1,0,16,62.50
GG14,Howard,14,7,09B,002-014,REPUBLICAN,112,51,5,0,240,70.00
GG14,Howard,14,7,09B,002-014,UNAFFILIATED,73,29,1,2,237,44.30
GG14,Howard,14,7,09B,002-015,DEMOCRAT,323,204,18,4,921,59.61
GG14,Howard,14,7,09B,002-015,GREEN,0,1,0,0,5,20.00
GG14,Howard,14,7,09B,002-015,LIBERTARIAN,1,1,0,0,4,50.00
GG14,Howard,14,7,09B,002-015,OTHER PARTIES,8,4,0,0,15,80.00
GG14,Howard,14,7,09B,002-015,REPUBLICAN,308,165,12,0,711,68.21
GG14,Howard,14,7,09B,002-015,UNAFFILIATED,157,61,3,4,497,45.27
GG14,Howard,14,7,09B,002-016,DEMOCRAT,448,212,14,4,1034,65.57
GG14,Howard,14,7,09B,002-016,GREEN,2,1,0,0,7,42.86
GG14,Howard,14,7,09B,002-016,LIBERTARIAN,3,1,1,0,7,71.43
GG14,Howard,14,7,09B,002-016,OTHER PARTIES,4,1,3,0,22,36.36
GG14,Howard,14,7,09B,002-016,REPUBLICAN,334,119,11,4,675,69.33
GG14,Howard,14,7,09B,002-016,UNAFFILIATED,179,43,7,2,533,43.34
GG14,Howard,14,7,09B,002-017,DEMOCRAT,79,37,4,5,231,54.11
GG14,Howard,14,7,09B,002-017,GREEN,0,0,0,0,1,0.00
GG14,Howard,14,7,09B,002-017,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Howard,14,7,09B,002-017,OTHER PARTIES,1,1,1,0,9,33.33
GG14,Howard,14,7,09B,002-017,REPUBLICAN,61,30,1,3,141,67.38
GG14,Howard,14,7,09B,002-017,UNAFFILIATED,38,17,2,3,143,41.96
GG14,Howard,14,7,09A,002-018,DEMOCRAT,356,161,11,3,850,62.47
GG14,Howard,14,7,09A,002-018,GREEN,3,1,0,0,7,57.14
GG14,Howard,14,7,09A,002-018,LIBERTARIAN,0,2,0,1,11,27.27
GG14,Howard,14,7,09A,002-018,OTHER PARTIES,8,6,0,1,23,65.22
GG14,Howard,14,7,09A,002-018,REPUBLICAN,383,136,12,8,793,67.97
GG14,Howard,14,7,09A,002-018,UNAFFILIATED,162,29,2,5,440,45.00
GG14,Howard,14,7,09A,002-019,DEMOCRAT,260,83,6,2,584,60.10
GG14,Howard,14,7,09A,002-019,GREEN,1,0,1,0,2,100.00
GG14,Howard,14,7,09A,002-019,LIBERTARIAN,2,1,0,0,6,50.00
GG14,Howard,14,7,09A,002-019,OTHER PARTIES,4,0,0,0,12,33.33
GG14,Howard,14,7,09A,002-019,REPUBLICAN,312,99,12,8,637,67.66
GG14,Howard,14,7,09A,002-019,UNAFFILIATED,126,25,1,8,359,44.57
GG14,Howard,14,7,12,002-020,DEMOCRAT,183,83,6,9,481,58.42
GG14,Howard,14,7,12,002-020,GREEN,1,1,0,0,2,100.00
GG14,Howard,14,7,12,002-020,LIBERTARIAN,2,1,0,0,9,33.33
GG14,Howard,14,7,12,002-020,OTHER PARTIES,5,3,0,0,23,34.78
GG14,Howard,14,7,12,002-020,REPUBLICAN,111,24,7,1,241,59.34
GG14,Howard,14,7,12,002-020,UNAFFILIATED,54,13,2,0,191,36.13
GG14,Howard,14,7,12,002-021,DEMOCRAT,67,30,0,0,148,65.54
GG14,Howard,14,7,12,002-021,GREEN,1,0,0,0,1,100.00
GG14,Howard,14,7,12,002-021,LIBERTARIAN,2,0,0,1,3,100.00
GG14,Howard,14,7,12,002-021,OTHER PARTIES,1,1,0,0,2,100.00
GG14,Howard,14,7,12,002-021,REPUBLICAN,59,17,1,1,110,70.91
GG14,Howard,14,7,12,002-021,UNAFFILIATED,27,3,0,1,63,49.21
GG14,Howard,14,7,09B,002-022,DEMOCRAT,12,5,1,0,26,69.23
GG14,Howard,14,7,09B,002-022,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,7,09B,002-022,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Howard,14,7,09B,002-022,OTHER PARTIES,0,0,0,0,1,0.00
GG14,Howard,14,7,09B,002-022,REPUBLICAN,9,3,0,0,19,63.16
GG14,Howard,14,7,09B,002-022,UNAFFILIATED,1,1,0,0,6,33.33
GG14,Howard,14,7,09B,002-023,DEMOCRAT,216,61,3,16,718,41.23
GG14,Howard,14,7,09B,002-023,GREEN,0,0,0,0,1,0.00
GG14,Howard,14,7,09B,002-023,LIBERTARIAN,4,2,0,0,12,50.00
GG14,Howard,14,7,09B,002-023,OTHER PARTIES,4,1,0,0,10,50.00
GG14,Howard,14,7,09B,002-023,REPUBLICAN,100,30,2,1,252,52.78
GG14,Howard,14,7,09B,002-023,UNAFFILIATED,53,10,1,1,300,21.67
GG14,Howard,14,7,09A,002-024,DEMOCRAT,235,100,12,3,550,63.64
GG14,Howard,14,7,09A,002-024,GREEN,0,0,0,0,0,0.00
GG14,Howard,14,7,09A,002-024,LIBERTARIAN,4,1,1,0,10,60.00
GG14,Howard,14,7,09A,002-024,OTHER PARTIES,4,0,0,1,16,31.25
GG14,Howard,14,7,09A,002-024,REPUBLICAN,222,105,8,1,493,68.15
GG14,Howard,14,7,09A,002-024,UNAFFILIATED,111,20,5,1,289,47.40
GG14,Howard,14,7,09B,002-025,DEMOCRAT,248,91,5,3,589,58.91
GG14,Howard,14,7,09B,002-025,GREEN,1,0,0,0,8,12.50
GG14,Howard,14,7,09B,002-025,LIBERTARIAN,2,0,0,0,8,25.00
GG14,Howard,14,7,09B,002-025,OTHER PARTIES,4,3,1,0,17,47.06
GG14,Howard,14,7,09B,002-025,REPUBLICAN,223,88,2,4,484,65.50
GG14,Howard,14,7,09B,002-025,UNAFFILIATED,94,28,2,2,302,41.72
GG14,Howard,14,7,09A,002-026,DEMOCRAT,271,118,6,4,708,56.36
GG14,Howard,14,7,09A,002-026,GREEN,1,2,0,0,8,37.50
GG14,Howard,14,7,09A,002-026,LIBERTARIAN,3,1,0,0,8,50.00
GG14,Howard,14,7,09A,002-026,OTHER PARTIES,6,2,0,0,16,50.00
GG14,Howard,14,7,09A,002-026,REPUBLICAN,242,81,10,1,518,64.48
GG14,Howard,14,7,09A,002-026,UNAFFILIATED,120,29,1,0,415,36.14
GG14,Howard,14,7,09A,003-001,DEMOCRAT,264,115,10,2,608,64.31
GG14,Howard,14,7,09A,003-001,GREEN,2,0,0,0,7,28.57
GG14,Howard,14,7,09A,003-001,LIBERTARIAN,0,0,0,0,2,0.00
GG14,Howard,14,7,09A,003-001,OTHER PARTIES,9,4,3,1,26,65.38
GG14,Howard,14,7,09A,003-001,REPUBLICAN,380,110,12,3,730,69.18
GG14,Howard,14,7,09A,003-001,UNAFFILIATED,116,36,6,3,367,43.87
