"Election_Code","LBE","LBE_Code","Congressional_District_Code","Legislative_District_Code","Precinct","Party","Polls","Early_Voting","Absentee","Provisional","Eligible_Voters","Percentage"
"GG14","Charles",9,5,"28","006-004","Libertarian",1,0,0,0,8,0.125
"GG14","Charles",9,5,"28","006-004","Other Parties",2,0,0,0,13,0.153846153846154
"GG14","Charles",9,5,"28","006-004","Republican",130,23,8,3,380,0.431578947368421
"GG14","Charles",9,5,"28","006-004","Unaffiliated",96,18,4,3,496,0.243951612903226
"GG14","Charles",9,5,"28","006-005","Democrat",782,132,14,26,2220,0.42972972972973
"GG14","Charles",9,5,"28","006-005","Green",0,0,0,0,1,0
"GG14","Charles",9,5,"28","006-005","Libertarian",2,0,0,1,5,0.6
"GG14","Charles",9,5,"28","006-005","Other Parties",7,0,0,1,14,0.571428571428571
"GG14","Charles",9,5,"28","006-005","Republican",99,22,2,3,265,0.475471698113208
"GG14","Charles",9,5,"28","006-005","Unaffiliated",111,15,2,3,406,0.322660098522167
"GG14","Charles",9,5,"28","006-006","Democrat",672,113,12,19,1900,0.429473684210526
"GG14","Charles",9,5,"28","006-006","Green",0,0,0,0,4,0
"GG14","Charles",9,5,"28","006-006","Libertarian",2,0,0,0,13,0.153846153846154
"GG14","Charles",9,5,"28","006-006","Other Parties",9,0,0,0,22,0.409090909090909
"GG14","Charles",9,5,"28","006-006","Republican",292,39,5,4,678,0.501474926253687
"GG14","Charles",9,5,"28","006-006","Unaffiliated",133,14,4,3,507,0.303747534516765
"GG14","Charles",9,5,"28","006-007","Democrat",670,113,18,28,2254,0.367790594498669
"GG14","Charles",9,5,"28","006-007","Green",2,0,0,0,5,0.4
"GG14","Charles",9,5,"28","006-007","Libertarian",3,0,0,0,12,0.25
"GG14","Charles",9,5,"28","006-007","Other Parties",2,0,0,0,13,0.153846153846154
"GG14","Charles",9,5,"28","006-007","Republican",179,21,8,5,466,0.457081545064378
"GG14","Charles",9,5,"28","006-007","Unaffiliated",99,11,1,2,481,0.234927234927235
"GG14","Charles",9,5,"28","006-008","Democrat",441,56,10,10,1268,0.407728706624606
"GG14","Charles",9,5,"28","006-008","Green",0,0,0,0,2,0
"GG14","Charles",9,5,"28","006-008","Libertarian",3,0,0,0,8,0.375
"GG14","Charles",9,5,"28","006-008","Other Parties",2,2,0,0,11,0.363636363636364
"GG14","Charles",9,5,"28","006-008","Republican",128,18,4,2,318,0.477987421383648
"GG14","Charles",9,5,"28","006-008","Unaffiliated",77,6,2,3,317,0.277602523659306
"GG14","Charles",9,5,"28","006-009","Democrat",556,92,4,23,1647,0.409836065573771
"GG14","Charles",9,5,"28","006-009","Green",0,0,0,0,2,0
"GG14","Charles",9,5,"28","006-009","Libertarian",1,0,0,0,8,0.125
"GG14","Charles",9,5,"28","006-009","Other Parties",2,0,1,0,7,0.428571428571429
"GG14","Charles",9,5,"28","006-009","Republican",116,12,2,1,289,0.453287197231834
"GG14","Charles",9,5,"28","006-009","Unaffiliated",84,6,1,4,341,0.278592375366569
"GG14","Charles",9,5,"28","006-010","Democrat",884,167,6,18,2104,0.510931558935361
"GG14","Charles",9,5,"28","006-010","Green",1,0,0,0,5,0.2
"GG14","Charles",9,5,"28","006-010","Libertarian",1,1,0,0,7,0.285714285714286
"GG14","Charles",9,5,"28","006-010","Other Parties",5,0,0,1,21,0.285714285714286
"GG14","Charles",9,5,"28","006-010","Republican",164,25,5,4,370,0.535135135135135
"GG14","Charles",9,5,"28","006-010","Unaffiliated",118,20,1,1,409,0.342298288508557
"GG14","Charles",9,5,"28","006-011","Democrat",586,111,5,8,1510,0.470198675496689
"GG14","Charles",9,5,"28","006-011","Green",0,0,0,0,6,0
"GG14","Charles",9,5,"28","006-011","Libertarian",0,1,0,0,7,0.142857142857143
"GG14","Charles",9,5,"28","006-011","Other Parties",1,0,0,1,11,0.181818181818182
"GG14","Charles",9,5,"28","006-011","Republican",147,23,3,1,357,0.487394957983193
"GG14","Charles",9,5,"28","006-011","Unaffiliated",85,19,0,0,321,0.32398753894081
"GG14","Charles",9,5,"27A","006-012","Democrat",347,44,5,15,900,0.456666666666667
"GG14","Charles",9,5,"27A","006-012","Green",1,0,0,0,1,1
"GG14","Charles",9,5,"27A","006-012","Libertarian",1,0,0,0,7,0.142857142857143
"GG14","Charles",9,5,"27A","006-012","Other Parties",2,0,0,0,6,0.333333333333333
"GG14","Charles",9,5,"27A","006-012","Republican",89,17,3,1,234,0.47008547008547
"GG14","Charles",9,5,"27A","006-012","Unaffiliated",55,7,1,0,262,0.240458015267176
"GG14","Charles",9,5,"28","006-013","Democrat",827,157,20,15,2165,0.47066974595843
"GG14","Charles",9,5,"28","006-013","Green",2,0,0,0,6,0.333333333333333
"GG14","Charles",9,5,"28","006-013","Libertarian",3,0,0,0,7,0.428571428571429
"GG14","Charles",9,5,"28","006-013","Other Parties",7,0,0,0,19,0.368421052631579
"GG14","Charles",9,5,"28","006-013","Republican",291,28,8,0,663,0.493212669683258
"GG14","Charles",9,5,"28","006-013","Unaffiliated",147,9,5,4,554,0.297833935018051
"GG14","Charles",9,5,"28","006-014","Democrat",847,270,35,14,2318,0.503019844693701
"GG14","Charles",9,5,"28","006-014","Green",0,0,0,0,6,0
"GG14","Charles",9,5,"28","006-014","Libertarian",4,0,1,0,12,0.416666666666667
"GG14","Charles",9,5,"28","006-014","Other Parties",7,0,0,0,21,0.333333333333333
"GG14","Charles",9,5,"28","006-014","Republican",314,77,19,3,722,0.57202216066482
"GG14","Charles",9,5,"28","006-014","Unaffiliated",141,37,4,1,564,0.324468085106383
"GG14","Charles",9,5,"28","006-015","Democrat",569,89,9,13,1608,0.422885572139304
"GG14","Charles",9,5,"28","006-015","Green",2,0,0,0,6,0.333333333333333
"GG14","Charles",9,5,"28","006-015","Libertarian",2,0,0,0,5,0.4
"GG14","Charles",9,5,"28","006-015","Other Parties",3,2,0,0,9,0.555555555555556
"GG14","Charles",9,5,"28","006-015","Republican",95,11,0,1,228,0.469298245614035
"GG14","Charles",9,5,"28","006-015","Unaffiliated",73,7,1,0,310,0.261290322580645
"GG14","Charles",9,5,"28","006-016","Democrat",380,64,6,17,935,0.499465240641711
"GG14","Charles",9,5,"28","006-016","Green",1,0,0,0,5,0.2
"GG14","Charles",9,5,"28","006-016","Libertarian",2,0,0,0,3,0.666666666666667
"GG14","Charles",9,5,"28","006-016","Other Parties",5,0,0,0,8,0.625
"GG14","Charles",9,5,"28","006-016","Republican",138,11,1,4,330,0.466666666666667
"GG14","Charles",9,5,"28","006-016","Unaffiliated",117,10,0,4,328,0.399390243902439
"GG14","Charles",9,5,"28","006-017","Democrat",325,63,6,9,959,0.420229405630865
"GG14","Charles",9,5,"28","006-017","Green",1,0,0,0,2,0.5
"GG14","Charles",9,5,"28","006-017","Libertarian",0,0,0,0,4,0
"GG14","Charles",9,5,"28","006-017","Other Parties",4,0,0,0,7,0.571428571428571
"GG14","Charles",9,5,"28","006-017","Republican",123,24,5,1,290,0.527586206896552
"GG14","Charles",9,5,"28","006-017","Unaffiliated",87,7,1,4,272,0.363970588235294
"GG14","Charles",9,5,"28","006-018","Democrat",870,233,8,52,2346,0.495737425404945
"GG14","Charles",9,5,"28","006-018","Green",0,0,0,0,1,0
"GG14","Charles",9,5,"28","006-018","Libertarian",0,0,0,0,3,0
"GG14","Charles",9,5,"28","006-018","Other Parties",4,2,0,1,16,0.4375
"GG14","Charles",9,5,"28","006-018","Republican",74,12,2,2,237,0.379746835443038
"GG14","Charles",9,5,"28","006-018","Unaffiliated",102,21,3,10,418,0.325358851674641
"GG14","Charles",9,5,"28","006-019","Democrat",448,102,11,4,1153,0.490026019080659
"GG14","Charles",9,5,"28","006-019","Green",0,0,0,1,2,0.5
"GG14","Charles",9,5,"28","006-019","Libertarian",4,0,1,0,9,0.555555555555556
"GG14","Charles",9,5,"28","006-019","Other Parties",1,0,1,0,8,0.25
"GG14","Charles",9,5,"28","006-019","Republican",260,49,10,1,601,0.532445923460898
"GG14","Charles",9,5,"28","006-019","Unaffiliated",120,23,1,0,405,0.355555555555556
"GG14","Charles",9,5,"28","006-020","Democrat",282,39,9,7,706,0.477337110481586
"GG14","Charles",9,5,"28","006-020","Green",0,0,0,0,1,0
"GG14","Charles",9,5,"28","006-020","Libertarian",1,0,0,0,8,0.125
"GG14","Charles",9,5,"28","006-020","Other Parties",3,2,0,0,11,0.454545454545455
"GG14","Charles",9,5,"28","006-020","Republican",156,22,2,3,345,0.530434782608696
"GG14","Charles",9,5,"28","006-020","Unaffiliated",71,7,3,2,258,0.321705426356589
"GG14","Charles",9,5,"28","006-021","Democrat",375,129,5,4,984,0.521341463414634
"GG14","Charles",9,5,"28","006-021","Green",0,0,0,0,1,0
"GG14","Charles",9,5,"28","006-021","Libertarian",0,0,0,0,4,0
"GG14","Charles",9,5,"28","006-021","Other Parties",2,0,0,0,7,0.285714285714286
"GG14","Charles",9,5,"28","006-021","Republican",105,29,5,0,285,0.487719298245614
"GG14","Charles",9,5,"28","006-021","Unaffiliated",78,17,4,3,282,0.361702127659574
"GG14","Charles",9,5,"27A","006-022","Democrat",438,77,3,14,1395,0.381362007168459
"GG14","Charles",9,5,"27A","006-022","Green",0,0,0,0,0,0
"GG14","Charles",9,5,"27A","006-022","Libertarian",2,0,0,1,11,0.272727272727273
"GG14","Charles",9,5,"27A","006-022","Other Parties",3,2,0,0,12,0.416666666666667
"GG14","Charles",9,5,"27A","006-022","Republican",84,13,2,3,212,0.481132075471698
"GG14","Charles",9,5,"27A","006-022","Unaffiliated",40,11,0,1,260,0.2
"GG14","Charles",9,5,"28","007-001","Democrat",204,31,8,6,501,0.497005988023952
"GG14","Charles",9,5,"28","007-001","Green",1,0,0,0,2,0.5
"GG14","Charles",9,5,"28","007-001","Libertarian",1,0,0,0,6,0.166666666666667
"GG14","Charles",9,5,"28","007-001","Other Parties",3,0,0,0,5,0.6
"GG14","Charles",9,5,"28","007-001","Republican",183,20,8,4,373,0.576407506702413
"GG14","Charles",9,5,"28","007-001","Unaffiliated",71,5,1,6,226,0.367256637168142
"GG14","Charles",9,5,"28","007-002","Democrat",614,36,10,21,1639,0.415497254423429
"GG14","Charles",9,5,"28","007-002","Green",1,0,0,0,2,0.5
"GG14","Charles",9,5,"28","007-002","Libertarian",4,1,0,0,7,0.714285714285714
"GG14","Charles",9,5,"28","007-002","Other Parties",2,1,0,0,7,0.428571428571429
"GG14","Charles",9,5,"28","007-002","Republican",208,13,9,3,419,0.556085918854415
"GG14","Charles",9,5,"28","007-002","Unaffiliated",100,4,3,0,371,0.288409703504043
"GG14","Charles",9,5,"28","007-003","Democrat",853,93,26,8,2089,0.469123982766874
"GG14","Charles",9,5,"28","007-003","Green",2,0,0,0,2,1
"GG14","Charles",9,5,"28","007-003","Libertarian",3,1,1,0,7,0.714285714285714
"GG14","Charles",9,5,"28","007-003","Other Parties",3,1,0,0,10,0.4
"GG14","Charles",9,5,"28","007-003","Republican",218,33,10,2,530,0.49622641509434
"GG14","Charles",9,5,"28","007-003","Unaffiliated",125,9,5,1,466,0.300429184549356
"GG14","Charles",9,5,"28","007-004","Democrat",694,98,12,24,1739,0.476135710178263
"GG14","Charles",9,5,"28","007-004","Green",1,0,0,0,4,0.25
"GG14","Charles",9,5,"28","007-004","Libertarian",3,0,0,0,6,0.5
"GG14","Charles",9,5,"28","007-004","Other Parties",5,1,1,0,13,0.538461538461538
"GG14","Charles",9,5,"28","007-004","Republican",162,17,6,6,325,0.587692307692308
"GG14","Charles",9,5,"28","007-004","Unaffiliated",104,12,4,2,338,0.36094674556213
"GG14","Charles",9,5,"28","008-001","Democrat",583,82,17,9,1296,0.533179012345679
"GG14","Charles",9,5,"28","008-001","Green",0,0,0,0,2,0
"GG14","Charles",9,5,"28","008-001","Libertarian",2,0,0,0,11,0.181818181818182
"GG14","Charles",9,5,"28","008-001","Other Parties",10,2,1,0,16,0.8125
"GG14","Charles",9,5,"28","008-001","Republican",652,65,13,11,1231,0.601949634443542
"GG14","Charles",9,5,"28","008-001","Unaffiliated",177,18,5,5,532,0.385338345864662
"GG14","Charles",9,5,"27A","008-002","Democrat",481,82,13,10,1150,0.509565217391304
"GG14","Charles",9,5,"27A","008-002","Green",2,0,0,0,3,0.666666666666667
"GG14","Charles",9,5,"27A","008-002","Libertarian",3,0,0,0,7,0.428571428571429
"GG14","Charles",9,5,"27A","008-002","Other Parties",7,2,0,0,22,0.409090909090909
"GG14","Charles",9,5,"27A","008-002","Republican",332,38,11,3,675,0.568888888888889
"GG14","Charles",9,5,"27A","008-002","Unaffiliated",109,13,4,6,373,0.353887399463807
"GG14","Charles",9,5,"27A","008-003","Democrat",428,63,8,7,983,0.514750762970498
"GG14","Charles",9,5,"27A","008-003","Green",1,0,0,0,5,0.2
"GG14","Charles",9,5,"27A","008-003","Libertarian",2,1,0,0,7,0.428571428571429
"GG14","Charles",9,5,"27A","008-003","Other Parties",7,0,0,0,12,0.583333333333333
"GG14","Charles",9,5,"27A","008-003","Republican",217,31,5,3,455,0.562637362637363
"GG14","Charles",9,5,"27A","008-003","Unaffiliated",113,10,2,0,316,0.395569620253165
"GG14","Charles",9,5,"28","008-004","Democrat",507,157,12,11,1292,0.531733746130031
"GG14","Charles",9,5,"28","008-004","Green",1,0,0,0,2,0.5
"GG14","Charles",9,5,"28","008-004","Libertarian",8,0,1,1,14,0.714285714285714
"GG14","Charles",9,5,"28","008-004","Other Parties",5,0,0,0,13,0.384615384615385
"GG14","Charles",9,5,"28","008-004","Republican",392,83,17,5,816,0.60906862745098
"GG14","Charles",9,5,"28","008-004","Unaffiliated",132,14,1,3,422,0.355450236966825
"GG14","Charles",9,5,"27A","008-005","Democrat",64,9,4,8,167,0.508982035928144
"GG14","Charles",9,5,"27A","008-005","Green",0,0,0,0,0,0
"GG14","Charles",9,5,"27A","008-005","Libertarian",0,1,0,0,3,0.333333333333333
"GG14","Charles",9,5,"27A","008-005","Other Parties",2,0,0,0,5,0.4
"GG14","Charles",9,5,"27A","008-005","Republican",83,14,1,8,177,0.598870056497175
"GG14","Charles",9,5,"27A","008-005","Unaffiliated",15,1,0,1,66,0.257575757575758
"GG14","Charles",9,5,"27A","009-001","Democrat",492,95,9,9,1215,0.497942386831276
"GG14","Charles",9,5,"27A","009-001","Green",1,0,0,0,4,0.25
"GG14","Charles",9,5,"27A","009-001","Libertarian",1,0,0,0,7,0.142857142857143
"GG14","Charles",9,5,"27A","009-001","Other Parties",10,3,0,0,20,0.65
"GG14","Charles",9,5,"27A","009-001","Republican",387,42,7,8,721,0.615811373092926
"GG14","Charles",9,5,"27A","009-001","Unaffiliated",126,10,0,1,411,0.333333333333333
"GG14","Charles",9,5,"27A","009-002","Democrat",400,51,10,4,936,0.496794871794872
"GG14","Charles",9,5,"27A","009-002","Green",0,0,1,0,2,0.5
"GG14","Charles",9,5,"27A","009-002","Libertarian",2,0,0,0,6,0.333333333333333
"GG14","Charles",9,5,"27A","009-002","Other Parties",9,0,0,0,18,0.5
"GG14","Charles",9,5,"27A","009-002","Republican",455,36,13,3,820,0.618292682926829
"GG14","Charles",9,5,"27A","009-002","Unaffiliated",111,14,6,3,389,0.344473007712082
"GG14","Charles",9,5,"28","010-001","Democrat",605,119,16,6,1581,0.471853257432005
"GG14","Charles",9,5,"28","010-001","Green",2,1,0,0,6,0.5
"GG14","Charles",9,5,"28","010-001","Libertarian",4,0,0,0,7,0.571428571428571
"GG14","Charles",9,5,"28","010-001","Other Parties",7,0,1,0,20,0.4
"GG14","Charles",9,5,"28","010-001","Republican",322,30,10,5,655,0.56030534351145
"GG14","Charles",9,5,"28","010-001","Unaffiliated",126,16,2,2,431,0.338747099767981
"GG14","Charles",9,NA,NA,"Unable to Determine","Democrat",0,0,0,7,0,0
"GG14","Charles",9,NA,NA,"Unable to Determine","Green",0,0,0,0,0,0
"GG14","Charles",9,NA,NA,"Unable to Determine","Libertarian",0,0,0,0,0,0
"GG14","Charles",9,NA,NA,"Unable to Determine","Other Parties",0,0,0,0,0,0
"GG14","Charles",9,NA,NA,"Unable to Determine","Republican",0,0,0,1,0,0
"GG14","Charles",9,NA,NA,"Unable to Determine","Unaffiliated",0,0,0,3,0,0
"GG14","Dorchester",10,1,"37B","001-001","Democrat",147,19,12,1,336,0.532738095238095
"GG14","Dorchester",10,1,"37B","001-001","Green",1,0,0,0,3,0.333333333333333
"GG14","Dorchester",10,1,"37B","001-001","Libertarian",1,0,0,0,3,0.333333333333333
"GG14","Dorchester",10,1,"37B","001-001","Other Parties",3,0,0,0,6,0.5
"GG14","Dorchester",10,1,"37B","001-001","Republican",343,14,7,2,570,0.642105263157895
"GG14","Dorchester",10,1,"37B","001-001","Unaffiliated",65,3,0,1,182,0.379120879120879
"GG14","Dorchester",10,1,"37B","002-001","Democrat",180,12,11,3,349,0.590257879656161
"GG14","Dorchester",10,1,"37B","002-001","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","002-001","Libertarian",2,0,0,0,2,1
"GG14","Dorchester",10,1,"37B","002-001","Other Parties",5,0,0,0,14,0.357142857142857
"GG14","Dorchester",10,1,"37B","002-001","Republican",352,30,4,8,594,0.663299663299663
"GG14","Dorchester",10,1,"37B","002-001","Unaffiliated",53,6,0,2,159,0.383647798742138
"GG14","Dorchester",10,1,"37A","002-002","Democrat",57,5,6,5,148,0.493243243243243
"GG14","Dorchester",10,1,"37A","002-002","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","002-002","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","002-002","Other Parties",2,0,0,0,3,0.666666666666667
"GG14","Dorchester",10,1,"37A","002-002","Republican",25,4,0,2,41,0.75609756097561
"GG14","Dorchester",10,1,"37A","002-002","Unaffiliated",4,2,0,2,28,0.285714285714286
"GG14","Dorchester",10,1,"37B","002-003","Democrat",20,4,0,0,32,0.75
"GG14","Dorchester",10,1,"37B","002-003","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","002-003","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","002-003","Other Parties",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","002-003","Republican",39,18,0,0,67,0.850746268656716
"GG14","Dorchester",10,1,"37B","002-003","Unaffiliated",6,1,0,1,16,0.5
"GG14","Dorchester",10,1,"37A","002-004","Democrat",30,3,6,3,85,0.494117647058824
"GG14","Dorchester",10,1,"37A","002-004","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","002-004","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","002-004","Other Parties",3,0,0,0,4,0.75
"GG14","Dorchester",10,1,"37A","002-004","Republican",50,2,0,0,76,0.684210526315789
"GG14","Dorchester",10,1,"37A","002-004","Unaffiliated",9,1,0,0,27,0.37037037037037
"GG14","Dorchester",10,1,"37B","003-001","Democrat",56,4,14,0,108,0.685185185185185
"GG14","Dorchester",10,1,"37B","003-001","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","003-001","Libertarian",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","003-001","Other Parties",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","003-001","Republican",66,6,8,0,110,0.727272727272727
"GG14","Dorchester",10,1,"37B","003-001","Unaffiliated",10,0,0,0,25,0.4
"GG14","Dorchester",10,1,"37A","003-002","Democrat",56,4,65,9,226,0.592920353982301
"GG14","Dorchester",10,1,"37A","003-002","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","003-002","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","003-002","Other Parties",2,0,1,0,3,1
"GG14","Dorchester",10,1,"37A","003-002","Republican",52,6,2,0,84,0.714285714285714
"GG14","Dorchester",10,1,"37A","003-002","Unaffiliated",10,0,1,0,27,0.407407407407407
"GG14","Dorchester",10,1,"37B","004-001","Democrat",31,4,0,0,59,0.593220338983051
"GG14","Dorchester",10,1,"37B","004-001","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","004-001","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","004-001","Other Parties",0,1,0,0,2,0.5
"GG14","Dorchester",10,1,"37B","004-001","Republican",57,5,0,0,86,0.720930232558139
"GG14","Dorchester",10,1,"37B","004-001","Unaffiliated",10,0,0,0,24,0.416666666666667
"GG14","Dorchester",10,1,"37B","005-001","Democrat",47,3,4,0,82,0.658536585365854
"GG14","Dorchester",10,1,"37B","005-001","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","005-001","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","005-001","Other Parties",1,0,0,0,1,1
"GG14","Dorchester",10,1,"37B","005-001","Republican",66,7,1,0,93,0.795698924731183
"GG14","Dorchester",10,1,"37B","005-001","Unaffiliated",4,1,0,0,17,0.294117647058824
"GG14","Dorchester",10,1,"37B","006-001","Democrat",92,10,9,0,147,0.755102040816326
"GG14","Dorchester",10,1,"37B","006-001","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","006-001","Libertarian",1,0,0,0,1,1
"GG14","Dorchester",10,1,"37B","006-001","Other Parties",2,0,0,0,4,0.5
"GG14","Dorchester",10,1,"37B","006-001","Republican",90,5,3,0,128,0.765625
"GG14","Dorchester",10,1,"37B","006-001","Unaffiliated",11,1,2,0,37,0.378378378378378
"GG14","Dorchester",10,1,"37B","007-001","Democrat",105,41,16,2,310,0.529032258064516
"GG14","Dorchester",10,1,"37B","007-001","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","007-001","Libertarian",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","007-001","Other Parties",2,0,0,0,5,0.4
"GG14","Dorchester",10,1,"37B","007-001","Republican",131,48,12,0,279,0.684587813620072
"GG14","Dorchester",10,1,"37B","007-001","Unaffiliated",26,7,0,0,130,0.253846153846154
"GG14","Dorchester",10,1,"37A","007-002","Democrat",601,159,93,28,2537,0.347260543949547
"GG14","Dorchester",10,1,"37A","007-002","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37A","007-002","Libertarian",3,0,0,0,11,0.272727272727273
"GG14","Dorchester",10,1,"37A","007-002","Other Parties",3,1,1,0,12,0.416666666666667
"GG14","Dorchester",10,1,"37A","007-002","Republican",76,28,5,0,292,0.373287671232877
"GG14","Dorchester",10,1,"37A","007-002","Unaffiliated",37,8,4,4,325,0.163076923076923
"GG14","Dorchester",10,1,"37B","007-003","Democrat",52,31,3,0,159,0.540880503144654
"GG14","Dorchester",10,1,"37B","007-003","Green",0,1,0,0,1,1
"GG14","Dorchester",10,1,"37B","007-003","Libertarian",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","007-003","Other Parties",1,0,0,0,4,0.25
"GG14","Dorchester",10,1,"37B","007-003","Republican",164,60,11,2,299,0.792642140468227
"GG14","Dorchester",10,1,"37B","007-003","Unaffiliated",22,6,1,1,67,0.447761194029851
"GG14","Dorchester",10,1,"37A","007-004","Democrat",78,28,5,1,277,0.404332129963899
"GG14","Dorchester",10,1,"37A","007-004","Green",0,0,0,0,2,0
"GG14","Dorchester",10,1,"37A","007-004","Libertarian",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37A","007-004","Other Parties",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37A","007-004","Republican",43,25,10,1,147,0.537414965986395
"GG14","Dorchester",10,1,"37A","007-004","Unaffiliated",9,0,1,0,62,0.161290322580645
"GG14","Dorchester",10,1,"37A","007-005","Democrat",31,8,14,0,152,0.348684210526316
"GG14","Dorchester",10,1,"37A","007-005","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37A","007-005","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-005","Other Parties",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-005","Republican",6,4,3,1,24,0.583333333333333
"GG14","Dorchester",10,1,"37A","007-005","Unaffiliated",3,0,1,0,19,0.210526315789474
"GG14","Dorchester",10,1,"37B","007-006","Democrat",409,157,25,4,932,0.638412017167382
"GG14","Dorchester",10,1,"37B","007-006","Green",3,1,0,0,8,0.5
"GG14","Dorchester",10,1,"37B","007-006","Libertarian",4,0,0,2,11,0.545454545454545
"GG14","Dorchester",10,1,"37B","007-006","Other Parties",6,2,0,0,10,0.8
"GG14","Dorchester",10,1,"37B","007-006","Republican",496,131,22,1,898,0.723830734966592
"GG14","Dorchester",10,1,"37B","007-006","Unaffiliated",96,25,3,1,296,0.422297297297297
"GG14","Dorchester",10,1,"37A","007-007","Democrat",63,26,26,3,295,0.4
"GG14","Dorchester",10,1,"37A","007-007","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37A","007-007","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-007","Other Parties",0,1,0,0,3,0.333333333333333
"GG14","Dorchester",10,1,"37A","007-007","Republican",8,6,10,0,54,0.444444444444444
"GG14","Dorchester",10,1,"37A","007-007","Unaffiliated",4,3,0,1,39,0.205128205128205
"GG14","Dorchester",10,1,"37B","007-008","Democrat",5,2,0,0,27,0.259259259259259
"GG14","Dorchester",10,1,"37B","007-008","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-008","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-008","Other Parties",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-008","Republican",8,2,0,0,13,0.769230769230769
"GG14","Dorchester",10,1,"37B","007-008","Unaffiliated",2,0,0,0,7,0.285714285714286
"GG14","Dorchester",10,1,"37A","007-009","Democrat",173,37,23,1,553,0.423146473779385
"GG14","Dorchester",10,1,"37A","007-009","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-009","Libertarian",0,1,0,0,5,0.2
"GG14","Dorchester",10,1,"37A","007-009","Other Parties",3,0,0,0,6,0.5
"GG14","Dorchester",10,1,"37A","007-009","Republican",127,34,7,0,290,0.579310344827586
"GG14","Dorchester",10,1,"37A","007-009","Unaffiliated",28,2,0,0,147,0.204081632653061
"GG14","Dorchester",10,1,"37A","007-010","Democrat",48,7,1,3,116,0.508620689655172
"GG14","Dorchester",10,1,"37A","007-010","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-010","Libertarian",1,0,0,0,2,0.5
"GG14","Dorchester",10,1,"37A","007-010","Other Parties",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37A","007-010","Republican",27,10,0,0,50,0.74
"GG14","Dorchester",10,1,"37A","007-010","Unaffiliated",8,1,2,1,31,0.387096774193548
"GG14","Dorchester",10,1,"37B","007-011","Democrat",4,1,0,1,8,0.75
"GG14","Dorchester",10,1,"37B","007-011","Green",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-011","Libertarian",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-011","Other Parties",0,0,0,0,0,0
"GG14","Dorchester",10,1,"37B","007-011","Republican",13,7,1,0,27,0.777777777777778
"GG14","Dorchester",10,1,"37B","007-011","Unaffiliated",1,3,0,0,10,0.4
"GG14","Dorchester",10,1,"37B","008-001","Democrat",124,32,5,0,244,0.659836065573771
"GG14","Dorchester",10,1,"37B","008-001","Green",0,0,0,0,1,0
"GG14","Dorchester",10,1,"37B","008-001","Libertarian",1,0,1,0,3,0.666666666666667
"GG14","Dorchester",10,1,"37B","008-001","Other Parties",4,0,0,0,5,0.8
"GG14","Dorchester",10,1,"37B","008-001","Republican",209,47,3,1,332,0.783132530120482
"GG14","Dorchester",10,1,"37B","008-001","Unaffiliated",37,1,2,0,87,0.459770114942529
"GG14","Dorchester",10,1,"37B","009-001","Democrat",101,9,4,0,165,0.690909090909091
